FID,FID_04km_b,Lon04,Lat04,FID_44km,GroundMean04,AOD_Kriging04,RoadLength04,AOD_RF,PM_RF
1128,1880,126.6300502,45.68211923,15,17.23575477,0.431791918,1300.436767,0.42697897,17.23575477
1130,1882,126.6359516,45.68508468,15,17.23575477,0.431791918,1572.721227,0.42704919,17.23575477
1133,1885,126.6308853,45.68567014,15,17.23575477,0.460420398,1447.926832,0.45569016,17.23575477
1134,1886,126.6367871,45.68863555,15,17.23575477,0.460420398,1687.575279,0.45876725,17.23575477
1136,1888,126.6317205,45.68922105,15,17.23575477,0.460420398,1658.268854,0.456154,17.23575477
1137,1889,126.6410177,45.68449899,15,17.23575477,0.431791918,2167.28389,0.42704919,17.23575477
1140,1892,126.6418535,45.68804983,15,18.16158725,0.431791918,1397.764821,0.42704919,18.16158725
1668,2506,126.6401819,45.68094814,15,17.23575477,0.431791918,2020.122281,0.42704919,17.23575477
1683,2524,126.6410689,45.66260807,15,18.16158725,0.416385521,449.9020249,0.40036766,18.16158725
1684,2525,126.6486889,45.65078352,15,18.16158725,0.40809458,1770.035207,0.39922159,18.16158725
1686,2527,126.6588146,45.64961065,15,18.16158725,0.399803638,846.8082521,0.3989298,18.16158725
1688,2529,126.6537518,45.6501972,15,18.16158725,0.40809458,911.758623,0.39933258,18.16158725
1689,2530,126.6596511,45.65316139,15,18.16158725,0.40809458,668.5193781,0.39933258,18.16158725
1690,2531,126.6495248,45.65433432,15,18.16158725,0.40809458,4149.734813,0.39922159,18.16158725
1693,2534,126.654588,45.65374797,15,18.16158725,0.40809458,3121.832711,0.39933258,18.16158725
1696,2537,126.6638773,45.64902387,15,18.16158725,0.399803638,347.2756725,0.39910503,18.16158725
1697,2538,126.6647141,45.65257458,15,18.16158725,0.399803638,446.7639089,0.39870908,18.16158725
1698,2539,126.6689399,45.64843687,15,18.16158725,0.399803638,417.4668145,0.39900586,18.16158725
1716,2562,126.6740024,45.64784964,15,18.16158725,0.399803638,90.26192149,0.39909261,18.16158725
1971,3200,126.6503608,45.65788512,15,18.16158725,0.40809458,2479.656568,0.39922159,18.16158725
1972,3202,126.6570972,45.66440026,15,18.16158725,0.40809458,1010.360822,0.39933258,18.16158725
1973,3203,126.652033,45.66498671,15,18.16158725,0.40809458,1153.169811,0.39922159,18.16158725
1974,3204,126.6562607,45.6608495,15,18.16158725,0.40809458,810.0494758,0.39933258,18.16158725
1975,3205,126.6469688,45.66557293,15,18.16158725,0.40809458,3971.073584,0.39862355,18.16158725
1976,3206,126.6604877,45.65671213,15,18.16158725,0.40809458,123.0195291,0.39933258,18.16158725
1977,3208,126.6621613,45.66381359,15,18.16158725,0.40809458,474.3219788,0.39933258,18.16158725
1978,3209,126.6663881,45.65967599,15,18.16158725,0.399803638,192.5078919,0.39870908,18.16158725
1979,3210,126.6554243,45.65729874,15,18.16158725,0.40809458,1304.761225,0.39933258,18.16158725
1980,3212,126.6613245,45.66026286,15,18.16158725,0.40809458,420.3498218,0.39933258,18.16158725
1981,3213,126.6722891,45.66263956,15,18.16158725,0.399803638,330.9921543,0.39874601,18.16158725
1982,3214,126.6731267,45.66619022,15,18.16158725,0.40809458,412.6868403,0.39954474,18.16158725
1983,3216,126.6739643,45.66974088,15,18.16158725,0.40809458,1982.079783,0.39984304,18.16158725
1984,3217,126.6587705,45.67150176,15,18.16158725,0.40809458,484.1955998,0.39963088,18.16158725
1985,3218,126.6478048,45.66912374,15,18.16158725,0.40809458,3216.158533,0.39892185,18.16158725
1986,3219,126.6486408,45.67267454,15,18.16158725,0.416385521,234.5303148,0.40150071,18.16158725
1987,3220,126.6545422,45.67563903,15,18.16158725,0.416385521,832.2941344,0.40179649,18.16158725
1988,3222,126.649477,45.67622534,15,18.16158725,0.416385521,459.5008144,0.40150071,18.16158725
1989,3223,126.6629982,45.66736431,15,18.16158725,0.40809458,1536.191291,0.39950781,18.16158725
1990,3224,126.6646723,45.67446573,15,18.16158725,0.416385521,838.7563413,0.40197172,18.16158725
1991,3225,126.6537057,45.67208826,15,18.16158725,0.40809458,1051.598361,0.39963088,18.16158725
1992,3226,126.6638352,45.67091502,15,18.16158725,0.40809458,1949.114247,0.39980611,18.16158725
1993,3227,126.6528693,45.66853749,15,18.16158725,0.40809458,2970.665892,0.39922159,18.16158725
1994,3228,126.6579338,45.66795101,15,18.16158725,0.40809458,1792.541017,0.39933258,18.16158725
1995,3229,126.6697372,45.67387874,15,18.16158725,0.416385521,1134.399648,0.4019219,18.16158725
1996,3230,126.6705748,45.67742941,15,18.16158725,0.416385521,1507.487952,0.4019219,18.16158725
1997,3231,126.6596073,45.6750525,15,18.16158725,0.416385521,530.6584034,0.40179649,18.16158725
